username,rating,comment,date,developer_response
EMİRHAN TR,3,İyi düşünülmüş bir uygulama buna diyecek bişey yok ama bugünkü sunucuları güncelleme ne yapıyorsanız deneme çözerken sorular açılmadı yani madem bakım yapacaksınız uyarı şuan bakım yapıyoruz deneme çözerken aksaklıklar olabilir gibisinden bir bildirim olsa daha iyi olmazmı en azından 165 dk çöp olmaz umarım bunlar da düşünülüyordur her şeyden önce buna bir çözüm bulun derim ayrıca optik işaretlendiği halde işaretlenmemiş gibi görünüyor(benden ya da uygulamadan kaynaklı olduğunu anlayamadım).,2025-01-25 14:09:38,İlginiz için teşekkür ederiz. Opik işaretleme ile ilgili sorunu mebi@meb.gov.tr mail adresine ekran görüntüsü ve açıklama ile gönderebilirsiniz.
Bedirhan AYYILDIZ,4,Gayet güzel fakat 1. Dönem tam tekrar gibi eksiklerimizi giderebilmek adına yeni işlevler olmalı. Hazır yarıyıl tatiline girmiş iken 1. Dönemi tekrar edip eksiklerimizi tamamlamanız lazım,2025-01-17 22:02:45,İlginiz için teşekkür ederiz. Belirttiğiniz sorunun nerede olduğu ile ilgili mebi@meb.gov.tr mail adresine ekran görüntüsü ve açıklama gönderebilirseniz inceleyip düzeltebiliriz.
Aysima Gün,3,Testler denemeler vb. çoğu sey yok ornek yazilarda sadece senaryolar ve mebin yayinladigi sorular yerine onlardan farkli yaziliya hazirlik sorulari olmasi lazim kanka dedigimiz bu yapay zekanin gelistirilmesi lazim cok yavas ve sorulara tam yanit veremiyor. Ayrica cok yavas acilmasi uzun suruyor ve kasiyor. Uygulama guzel denilebilir ama cok eksik var. Ozellikle test ve denemeler cok gecmeden yuklenmeli.,2025-01-05 00:35:03,"İlginiz için teşekkür ederiz. Konu anlatımlarında testlerimiz mevcuttur. Ayrıca çıkmış YKS soruları da var. Denemeler, Türkiye geneli olan denemelerdir. 6 Ocak'da Türkiye geneli yeni denemelerimiz de yayınlanacaktır. Kanka ile ilgili geliştirme çalışmalarımız devam ediyor. Sizlerden gelen geri bildirimlerle uygulamamızı geliştirmeye devam ediyoruz."
Pembe Toker,2,Genel olarak güzel faydalı ama sorunlar çok fazla yks hazırlık kısmında soru çözdüğümüzde sorular çok az en bi konuda en fazla 10 tane soru var bence daha fazla soru olması gerekiyo ve yine konu soru çözümünde sonraki kısma tıkladığında diğer sorunun gelmesi çok uzun zaman alıyo bide arada bir site güncelleniyor o yüzden giriş yapılmıyo bu sorunların çözülmesi lazım acilen,2025-01-31 14:17:51,"İlginiz için teşekkür ederiz. ""YKS Hazırlık"" modülünün altında ""Kitap ve Denemelerim"" sayfasının altında denemelere, testlere, kitaplara ulaşabilirsiniz. Burada birçok kaynak mevcuttur. Sizlerden gelen geri bildirimlerle uygulamamızı geliştirmeye devam ediyoruz. Mecbur kalmadıkça yoğunluğun az olduğu zamanlarda güncelleme yapmaya çalışıyoruz."
Abdullah Kirazoğlu,4,telefon ya da uygulama ufacık bir an bile olsa kapansa etkinlikten kaldığımız yerden çıkıp ana sayfaya atıyor bunun düzeltilmesi lazım.(11. sınıfım tüm derslerde),2025-03-25 17:58:13,İlginiz için teşekkür ederiz. Hangi konu ya da ders için belirttiğiniz sorunla karşılaşıyorsunuz? Sınıf seviyenizi de belirtebilir misiniz? İncelemesi yapalım.
Ayşenur Sayın,5,Çok güzel bir uygulama ve biz öğrenciler için çok faydalı. Tek sıkıntısı deneme sınavlarına girdikten sonra sınav sorularına geri dönüp yanlışlarımıza bakamıyor oluşumuz. Bu en kısa zamanda halledilirse daha da başarılı olacağına inanıyorum.,2024-11-10 07:33:11,"İlginiz ve yorumunuz için teşekkür ederiz. MEBİ Denemeleri bittiği an sonucunuzu, puanınızı, doğru ve yanlışlarınızı ve video çözümlerini görebilirsiniz."
Aysima Z,5,"Başarılı bir program olmuş, zaten bu sene yeni çıktı buna rağmen bir sıkıntısını görmedim. İçinde güzel oyunları, aktiviteleri, konu anlatımları, testleri var. 9. Sınıf biyoloji ve fiziği inceledim ben çok beğendim. Herkesin kullanabileceği, ücretsiz bir uygulama olması güzel yapanları tebrik ederim ancak lütfen geliştirmeye devam etsinler ve uygulamaya yenilikler eklemeyi bırakmasınlar...",2024-12-15 13:09:48,İlginiz ve yorumunuz için teşekkür ederiz. Sizlerden gelen geri bildirimlerle uygulamamızı geliştirmeye ve yenilikler ekleme devam ediyoruz.
Vandetta WR,5,Çok güzel uygulama . Eksik ve hatalarla ilgilendikleri için teşekkürler . Ayt tyt fen alanında çok başarılı ayt matematik daha iyi ve piyasadan kaliteli sorular ile geliştirilebilir .,2025-03-27 01:07:59,Bilgilerinize ulaşıp gerekli düzenlemeler yapılmıştır. Dilerseniz kontrol edebilirseniz. Yine sorun devam ediyorsa bize tekrar yazabilirsiniz.
Yağızhan Korkmaz,4,"Öğrenmek için gayet iyi ve güzel bir uygulama. Fakat çok büyük sorunları var. Bunlardan bir tanesi ders çalışma programı hazırlarken yazılar birbirlerine giriyor ve okunamaz hale gelebiliyor. İkincisi ders anlatımında bazı derslerde hiç ders anlatımı yok. Üçüncüsü ise Kanka adlı yapay zeka sorulara çok yavaş cevap veriyor, geliştirilmesini öneririm.",2024-10-26 19:51:02,"Teşekkürler, sizlerin geri dönütleriyle MEBİ'yi sürekli geliştirmeye ve iyileştirmeye devam ediyoruz. MEBİ en başından beri mobile uyumlu olarak geliştirilen bir platformdur. Bazı ekranlar dikey kullanımda uyarı vererek yatay ekrana geçilmesi önerilmektedir. 9. sınıf dersleri yıllık plana uygun olarak yüklenmektedir."
Elos,4,merhaba bence de çok güzel olmuş fakat konu anlatım videosu açıyorum kadın soruyu anlatmadan hemen çözüme geçiyor ve ben hiçbir şey anlayamıyorum😭lütfen birazcık da soruyu çözerken anlatsın,2025-03-15 17:06:44,İlginiz için teşekkür ederiz. Sizlerin geri bildirimleriyle MEBİ'yi sürekli geliştirmeye ve iyileştirmeye devam ediyoruz.
Eylül AKDEMİR,4,gerçekten güzel bir uygulama ama geliştirilmesi gereken yönlerinin olduğunu düşünüyorum. En basitinden yazılıya hazırlık kısmında 2 sorudan oluşan bir senaryo konulmuş... Sanki yazılıda 2 soru soracaklarmış gibi...,2025-03-28 04:19:25,"İlginiz için teşekkür ederiz. Sizlerden gelen geri bildirimlerle uygulamamızı ve içeriklerimizi geliştiriyoruz. Genelde sorularımız, Bakanlığımızın paylaştığı örnek sorularını içerecek şekildedir. Sorularımıza adetlerinden ziyade kapsam olarak bakabilirsiniz. Dilerseniz Bakanlığımızın paylaştığı örnek soruları bulup onlardan da yararlanabilirsiniz."
Kübra Dağlar,5,"valla baya iyi uygulama elinize sağlık sadece ayt fizik anlatan erkek hocamız biraz daha yazarak anlatsa,sadece okumakla yetinmese çok daha iyi olur.sağolun emekleriniz için.",2025-03-16 01:31:17,İlginiz için teşekkür ederiz.
Alya Akgül,3,Merhaba. Öncelikle yorumlar uygulamanın güzel olduğunu söylüyorlar ama ben ortaokul 7. Sınıf olduğum için uygulamayı değerlendiremedim. Ayrıca uygulamaya giriş yapıp Tc. Kimlik no ve şifremi girince uygulama girişimi kabul etmiyor. Ve 'uygulama sadece lise düzeyi ve mezun öğrenciler içindir' diyerek uyarı veriyor. Lütfen en kısa sürede bu sorunu çözmeniz dileğiyle. 😊,2025-03-13 20:59:10,İlginiz için teşekkür ederiz. Uygulamamızdaki içerikler tamamen ortaöğretim(lise) ve mezun öğrencilerimize yöneliktir. Maalesef şu an için ortaokul öğrencilerimize yardımcı olamıyoruz.
Esra pınar Çoban,5,Konu anlatımlarındaki bilgiler etkinlikler için biraz yetersiz kalıyor biraz daha geliştirilmeli ama yazılı örneklerini çok beğendim.,2025-03-20 21:50:27,İlginiz için teşekkür ederiz. Sizlerden gelen geri bildirimlerle uygulamamızı ve içeriklerimizi geliştiriyoruz.
Melih Meriç,4,uygulama güzel fakat ders programı hazırlamak sadece yks için olmamalı ben 9. sınıfım bende ders programı hazırlamak istiyorum. kanka yapay zekası neredeyse hiçbir şeyi anlamıyor. bursluluk sınavı için de içerikler gelmeli,2025-03-08 03:02:38,
Steampunk Nefise,1,"""Sunucu Güncelleme Işini"" sabah saatlerinde yapmayın. Sabah trafiğinde yol çalışması yapmaya benziyor bi de web tabanlı uygulama olması da cabası.",2025-03-12 09:11:44,
Hasan Demir,5,Fazlasıyla iyi fakat msü sınavının da çıkmışlarının uygulamada yayımlanması çözümülerinin yapılması çok daha iyi olabilir.,2025-03-05 18:32:33,İlginiz ve yorumunuz için teşekkür ederiz. Belirttiğiniz öneriyi ilerisi için değerlendirebiliriz.
Efe,4,"Öncelikle, uygulama çok güzel; ders anlatımları, konu özetleri ve soruları benim işime çok yarıyor. YKS'ye hazırlık yapıyorum ancak bir sıkıntı var: Bazı derslerin soru çözümlerini açtığımda sadece beyaz ekran çıkıyor. Sorunu bildirmek istedim ancak 'Bildir' kısmına bastığımda 'yükleniyor' gözüküyor ve hiçbir şey olmuyor. Bir diğeri ise, 'Kanka' adlı yapay zeka gereğinden fazla yavaş çalışıyor. Bu sorunlar düzeltilirse çok iyi olur. :)",2024-10-27 22:29:49,İlginiz için teşekkür ederiz. Belirttiğiniz sorunlar devam ediyorsa mebi@meb.gov.tr mail adresine sorununuz ile ilgili ekran görüntüsü ve açıklama gönderebilirsiniz.
Arda Çelebi,1,Bir öğrenci olarak dersimizde denedik ancak çok ama çok fazla eksiği var sorular yüklenmiyor KANKA sistemi ise çok yavaş ve zayıf bir yapay zeka önermiyorum!,2025-02-04 15:34:39,"Kanka ile ilgili geliştirme çalışmalarımız devam etmektedir. Olumsuz olarak gördüğünüz yerleri detaylandırabilirseniz düzeltilmesini sağlayabiliriz. Dilerseniz mebi@meb.gov.tr mail adresine karşılaştığınız sorunlarla ilgili ekran görüntüsü ve açıklama gönderebilirsiniz.
"
Seha Nasuhbeyoğlu,5,Devletin şu ana kadar yaptığı en iyi uygulama olabilir. Gördüğüm tek eksik bazı sorular video çözümlerinde yanlış çözülmüş oluyor veya hoca soruyu çözerken ezberden yazdığı için sesli olarak işlemi yanlış yapıp doğrusunu yazıyor falan. Bu dediklerim %90 TYT Kimyayı anlatan hanımefendide oluyor,2025-02-19 21:44:10,İlginiz için teşekkür ederiz.
Kıll Mee,4,"tek bir kusuru var AYT puanını yanlış hesaplıyor(18.50 nete 375 puan hesapladı),sadece bunun düzeltilmesi lazım onun dışında çok Güzel bir uygulama ☺️",2025-03-22 16:06:06,İlginiz ve öneriniz için teşekkür ederiz. Genelde hesaplamayla ilgili bir problemle karşılaşmadık. Farklı bir nedeni olabilir. Dilerseniz konu ile ilgili mebi@meb.gov.tr e-posta adresine ekran görüntüsüyle ve detaylı açıklamalarıyla birlikte e-posta gönderebilirseniz inceleyip düzeltilmesini sağlayabiliriz.
Hayrunnisa,3,"Bence güzel bir uygulama fakat eksikleri var. Öncelikle uygulama bende kasmadı bu problem kullandığınız cihaza bağlı uygulama ile ilgisi yok. Eksiklikleri ise hocalar sanki sadece kitaptan okuyormuş gibi anlatıyor özellikle kimya dersinde, daha anlaşılır animasyon ile anlatılabilir , bu konuda eba video ları daha iyiydi. Daha sonra her konu videosu sonrası kavrama ve yks benzeri şeklimde 2 soru çözümü videosu olmalı daha anlaşılır ve soruları daha iyi çözebilmemiz açısından. Testler çoğaltılmalı",2025-01-03 05:01:09,İlginiz için teşekkür ederiz. Uygulamamız yeni olduğu için sizlerden gelen geri bildirimlerle geliştirmelerimiz devam ediyor.
Mahmut Sertdemir,5,Uygulama çok güzel fakat konu özetleri kitapları basılı olarak da alabilir isek çok güzel olacak.,2025-03-02 18:50:00,İlginiz için teşekkür ederiz. Konu özetleri şu an için dijital ortamda pdf olarak indirilebilmektedir.
Esma Güleç,1,mezun girişi ile yapmak istiyorum ama nafile e devlet şifresi giriyorum uygulama da şifremi unuttum a tıklıyorum Oradan e okul bilgilerinle hesap oluştur a tıklıyorum Oradan sonra çıkan sayfada bilgilerimi giriyorum girdiğiniz bilgilere ait öğrenci bulunamadı yazısı çıkıyor mezunum bu yüzden mi mezun olanlar nasıl giriyor e devlet Şifresini doğru giriyorum olmuyor hiçbir şekilde olmuyor,2025-01-24 19:47:25,"Dilerseniz mebi@meb.gov.tr mail adresine T.C. kimlik numaranızı, mezuniyet tarihinizi, adınızı ve soyadınızı yazarak sorununuzu da belirterek bize ulaşabilirsiniz."
Nida Yılmaz,2,Ben 10.sınıfım tyt konuları yeni müfredata 9.sınıf müfredatına göre bizim görmediğimiz kelimeler var ve bizim gördüğümüz yerler yok 9.sınıfı tekrar etmek zor malesef yeni müfredat eski müfredat olarak iki ayrı uygulama olmalı,2025-02-27 22:52:35,"İlginiz için teşekkür ederiz. MEBİ uygulamamızda 9. sınıf yeni müfredat konuları vardır. Önceki müfredat 9. sınıf konularına ise mağazadaki diğer uygulamalarımızdan bakabilirsiniz. (Mesela Dersler Cepte ). Dilerseniz de ""YKS Hazırlık"" modülündeki ""Kitap ve Denemelerim"" sayfasının altında denemelere, testlere, kitaplara ulaşabilirsiniz."
Gökçegül Tatlıcan,5,Bence çok iyi bir uygulama ama bize çalışma programı hazırlayabilir ama genel olarak uygulama çok iyi,2025-03-12 21:50:04,İlginiz için teşekkür ederiz. Çalışma programı bireysel olması gerektiği için dilerseniz okulunuzdaki rehber öğretmenlerinizden yardım alabilirsiniz.
Azat Toğrap,5,Çok güzel ve faydalı bir uygulama Allah razı olsun ❤️ ama bir sıkıntı var kalemin kulanımı hiç güzel diğil ve denemelerde çok zaman gitmesine sebep oluyor biraz daha sade bişey olmalı ve sorulara yazdığımız notlar sabit olmalı tekrar baktığımızda notlarımız üstünde görelim,2025-02-03 11:57:57,İlginiz ve yorumunuz için teşekkür ederiz.
ZeroRauf,1,"Deneme çözüyorum ancak matematik soru çözümünü kadar kötü anlatıyorlar ki, bir gram anlamıyorum. Resmen robot gibi anlatıyorlar. TYT Sayısal kısım soruları çok zorlanıyorum. Çözüyoruz, yanlış çıkıyor. Dinliyoruz,birşey anlamıyoruz. MSÜ sınavında hapı yuttum. Sözele gelirsek genel olarak fena değil.",2025-02-22 21:38:53,
Hiranur Gerek,4,Çok güzel mebin geliştirdiği en iyi uygulama denilebilir konular kısa ve öz anlatılıyor tek sıkıntı şu ben yapamadığım soruların çözümlerine bakarken sıkıntı yasıyorum lütfen giderilsin bu sorun onun dışında çok güzel,2025-01-28 16:40:26,İlginiz için teşekkür ederiz. Sizlerden gelen geri bildirimlerle uygulamamızı geliştirmeye devam ediyoruz. Ne tür bir sorun yaşadığınızı dilerseniz mail olarak detaylı bir şekilde bize gönderebilirsiniz.
Erdal Furkan,1,Uygulama çok kötü mobil kullanıcılar için uygun değil sanki google uygulamasından girmiş gibiyim. Kanka ise gördüğüm en zayıf yapay zeka deneme amaçlı dersteyken nasıl ders çalışabilirim diye soru soruyoruz sunucu yanıt algilayamadı gibi hata veriyor. :(,2025-02-28 10:31:07,Kanka ile ilgili geliştirme çalışmalarımız devam etmektedir. Sıkıntı olarak gördüğünüz yerleri detaylı olarak belirtebilirseniz düzeltilmesini sağlayabiliriz.
Murat Han Karaaslan,5,Öğrenciler ve öğretmenler için çok faydalı ve eğlenceli öğrenmeler sağlayıp öğrencilerimizin bilişsel ve duyuşsal gelişimine müthiş katkı sağlıyor.,2025-02-07 21:54:48,İlginiz ve yorumunuz için teşekkür ederiz.
Kübra Çiçek,4,"Düşünülmesi çok iyi yalnız keşke bize sunulan dosyaları PDF olarak indirebilme özelliği getirilse ayrıca konu anlatımları iyi yalnız ""özet"" kısmı olabilir, böylece her konuyu derinlemesine incelemeye gerek duymadan diğer derslere de vakit ayırabiliriz Ama dediğim gibi güzel bir uygulama, yeni bir uygulama, biraz gelistirilse 10/10",2024-10-29 12:26:37,"Teşekkür ederiz, MEBİ'yi sizlerin geri bildirimleri ile iyileştirmeye ve geliştirmeye devam edeceğiz. Çok yakında özetler için bir güncelleme yapacağız.

"
disiplin yönetimi,5,Uygulama başarili ancak video derslerin anlatımını yapan hocalar önlerinde yazan yazıyi okumak dışında bişey yapmamışlar; robot gibi olmuş. Konu anlatımı video dersleri daha fazla geliştirilmeli onun dışında gerçekten güzel bir uygulama,2024-10-28 23:39:43,"Teşekkür ederiz, MEBİ'yi sizlerin geri bildirimleri ile iyileştirmeye ve geliştirmeye devam edeceğiz. Uygulama içerisinden video anlatımlarına yönelik geri bildirim verebilirsiniz.

"
Kübra Başören,4,"Uygulama çok güzel özellikle 9.sınıf derslerime buradan kolayca erişebiliyorum ama 9. Sınıf yeni müfredat ingilizce konuları eklenmemiş, onun dışında dediğim gibi güzel bir uygulama🌸",2025-01-26 16:57:12,İlginiz ve yorumunuz için teşekkür ederiz. İngilizce müfredatı çalışmaları henüz devam etmektedir.
xk9drx,5,"Güzel fakat yazılar iç içe giriyor, metinler karışıyor misal hedef belirleme kısmındaki arama kutucukları. Bilinen sorunları düzeltseniz iyi olacak, teşekkürler. ""Ek olarak testler Test-1 gibi PDF dosyası halinde inse öğrenciler için çok büyük bir avantaj olacaktır.""",2024-12-19 14:28:58,İlginiz ve geri dönüşünüz için teşekkür ederiz. Belirttiğiniz durum düzeltilmiştir. Testlerin pdf hali için OGM Materyal sitemizde benzer testler mevcuttur. MEBİ'deki testler ise adaptif testlerdir. Yani öğrencinin verdiği yanıta göre kolaylık ve zorluk durumu değişmektedir. Testlerimiz sabit testler olmadığından indirme özelliği verilmemiştir.
